geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
4434,,,sao paulo,SP
4405,,,sao paulo,SP
4412,,,sao paulo,SP
4403,,,sao paulo,SP
4401,,,sao paulo,SP
4468,,,sao paulo,SP
4469,,,sao paulo,SP
4411,,,sao paulo,SP
4431,,,são paulo,SP
4409,,,sao paulo,SP
4447,,,sao paulo,SP
4425,,,sao paulo,SP
4428,,,sao paulo,SP
4456,,,sao paulo,SP
4459,,,sao paulo,SP
4421,,,sao paulo,SP
4415,,,sao paulo,SP
4430,,,sao paulo,SP
4475,,,sao paulo,SP
4444,,,sao paulo,SP
4463,,,sao paulo,SP
4407,,,sao paulo,SP
4427,,,sao paulo,SP
4437,,,sao paulo,SP
4462,,,sao paulo,SP
4455,,,sao paulo,SP
4416,,,sao paulo,SP
4467,,,sao paulo,SP
4460,,,sao paulo,SP
4432,,,sao paulo,SP
4445,,,sao paulo,SP
4433,,,sao paulo,SP
4402,,,sao paulo,SP
4472,,,sao paulo,SP
4446,,,sao paulo,SP
4404,,,sao paulo,SP
4466,,,são paulo,SP
4457,,,são paulo,SP
4426,,,sao paulo,SP
4436,,,sao paulo,SP
4417,,,sao paulo,SP
4461,,,sao paulo,SP
4406,,,sao paulo,SP
4408,,,sao paulo,SP
4423,,,sao paulo,SP
4413,,,sao paulo,SP
4419,,,sao paulo,SP
4464,,,são paulo,SP
4477,,,sao paulo,SP
4439,,,sao paulo,SP
4479,,,sao paulo,SP
4448,,,sao paulo,SP
4547,,,sao paulo,SP
4550,,,sao paulo,SP
4523,,,sao paulo,SP
4524,,,sao paulo,SP
4548,,,sao paulo,SP
4560,,,sao paulo,SP
4571,,,sao paulo,SP
4549,,,sao paulo,SP
4533,,,sao paulo,SP
4532,,,sao paulo,SP
4552,,,sao paulo,SP
4502,,,são paulo,SP
4522,,,sao paulo,SP
4516,,,sao paulo,SP
4578,,,são paulo,SP
4515,,,são paulo,SP
4565,,,são paulo,SP
4563,,,são paulo,SP
4543,,,sao paulo,SP
4503,,,sao paulo,SP
4505,,,sao paulo,SP
4542,,,sao paulo,SP
4538,,,sao paulo,SP
4559,,,são paulo,SP
4531,,,sao paulo,SP
4562,,,sao paulo,SP
4520,,,são paulo,SP
4581,,,sao paulo,SP
4511,,,sao paulo,SP
4575,,,são paulo,SP
4551,,,sao paulo,SP
4514,,,são paulo,SP
4545,,,sao paulo,SP
4544,,,sao paulo,SP
4537,,,sao paulo,SP
4521,,,sao paulo,SP
4517,,,sao paulo,SP
4569,,,são paulo,SP
4504,,,sao paulo,SP
4546,,,sao paulo,SP
4530,,,sao paulo,SP
4506,,,sao paulo,SP
4564,,,são paulo,SP
4509,,,sao paulo,SP
4535,,,sao paulo,SP
4510,,,sao paulo,SP
4508,,,sao paulo,SP
4558,,,sao paulo,SP
4536,,,sao paulo,SP
4513,,,são paulo,SP
4561,,,sao paulo,SP
4556,,,sao paulo,SP
4568,,,são paulo,SP
4566,,,sao paulo,SP
4576,,,sao paulo,SP
4512,,,são paulo,SP
4583,,,são paulo,SP
4534,,,sao paulo,SP
4580,,,sao paulo,SP
4557,,,sao paulo,SP
4555,,,sao paulo,SP
4567,,,sao paulo,SP
4518,,,sao paulo,SP
4501,,,sao paulo,SP
4570,,,sao paulo,SP
4507,,,sao paulo,SP
4582,,,são paulo,SP
4553,,,sao paulo,SP
4657,,,sao paulo,SP
4651,,,sao paulo,SP
4632,,,sao paulo,SP
4607,,,sao paulo,SP
4661,,,são paulo,SP
4671,,,sao paulo,SP
4622,,,são paulo,SP
4606,,,são paulo,SP
4620,,,sao paulo,SP
4625,,,sao paulo,SP
4633,,,são paulo,SP
4672,,,sao paulo,SP
4679,,,sao paulo,SP
4601,,,sao paulo,SP
4662,,,sao paulo,SP
4693,,,sao paulo,SP
4675,,,sao paulo,SP
4617,,,sao paulo,SP
4646,,,sao paulo,SP
4618,,,sao paulo,SP
4624,,,sao paulo,SP
4626,,,sao paulo,SP
4686,,,sao paulo,SP
4602,,,sao paulo,SP
4689,,,sao paulo,SP
4615,,,sao paulo,SP
4673,,,sao paulo,SP
4653,,,sao paulo,SP
4634,,,sao paulo,SP
4696,,,sao paulo,SP
4611,,,sao paulo,SP
4605,,,sao paulo,SP
4608,,,sao paulo,SP
4612,,,sao paulo,SP
4623,,,sao paulo,SP
4650,,,sao paulo,SP
4674,,,sao paulo,SP
4652,,,sao paulo,SP
4658,,,são paulo,SP
4638,,,sao paulo,SP
4621,,,sao paulo,SP
4610,,,sao paulo,SP
4660,,,sao paulo,SP
4642,,,são paulo,SP
4649,,,são paulo,SP
4609,,,sao paulo,SP
4678,,,sao paulo,SP
4630,,,sao paulo,SP
4655,,,sao paulo,SP
4676,,,são paulo,SP
4647,,,sao paulo,SP
4619,,,sao paulo,SP
4677,,,sao paulo,SP
4663,,,são paulo,SP
4691,,,sao paulo,SP
4635,,,sao paulo,SP
4613,,,são paulo,SP
4603,,,são paulo,SP
4654,,,sao paulo,SP
4641,,,são paulo,SP
4685,,,sao paulo,SP
4664,,,sao paulo,SP
4648,,,sao paulo,SP
4614,,,sao paulo,SP
4627,,,sao paulo,SP
4631,,,são paulo,SP
4616,,,sao paulo,SP
4637,,,são paulo,SP
4640,,,são paulo,SP
4604,,,sao paulo,SP
4645,,,sao paulo,SP
4644,,,sao paulo,SP
4688,,,são paulo,SP
4643,,,sao paulo,SP
4636,,,sao paulo,SP
4639,,,sao paulo,SP
4690,,,sao paulo,SP
4692,,,sao paulo,SP
4764,,,sao paulo,SP
4709,,,são paulo,SP
4751,,,sao paulo,SP
4711,,,são paulo,SP
4719,,,sao paulo,SP
4754,,,sao paulo,SP
4794,,,sao paulo,SP
4707,,,sao paulo,SP
4741,,,sao paulo,SP
4784,,,sao paulo,SP
4763,,,sao paulo,SP
4704,,,sao paulo,SP
4776,,,sao paulo,SP
4737,,,sao paulo,SP
4752,,,sao paulo,SP
4734,,,sao paulo,SP
4730,,,sao paulo,SP
4727,,,sao paulo,SP
4773,,,sao paulo,SP
4703,,,são paulo,SP
4747,,,sao paulo,SP
4708,,,são paulo,SP
4716,,,são paulo,SP
4787,,,são paulo,SP
4714,,,são paulo,SP
4766,,,sao paulo,SP
4743,,,sao paulo,SP
4755,,,sao paulo,SP
4750,,,sao paulo,SP
4718,,,sao paulo,SP
4781,,,sao paulo,SP
4742,,,são paulo,SP
4726,,,sao paulo,SP
4757,,,sao paulo,SP
4745,,,sao paulo,SP
4705,,,sao paulo,SP
4756,,,são paulo,SP
4724,,,sao paulo,SP
4767,,,sao paulo,SP
4728,,,sao paulo,SP
4715,,,são paulo,SP
4717,,,sao paulo,SP
4739,,,sao paulo,SP
4788,,,sao paulo,SP
4775,,,sao paulo,SP
4774,,,sao paulo,SP
4713,,,são paulo,SP
4738,,,sao paulo,SP
4771,,,sao paulo,SP
4735,,,sao paulo,SP
4702,,,sao paulo,SP
4729,,,são paulo,SP
4753,,,sao paulo,SP
4785,,,sao paulo,SP
4795,,,sao paulo,SP
4746,,,sao paulo,SP
4710,,,sao paulo,SP
4782,,,sao paulo,SP
4770,,,são paulo,SP
4777,,,sao paulo,SP
4772,,,sao paulo,SP
4720,,,são paulo,SP
4736,,,sao paulo,SP
4762,,,sao paulo,SP
4768,,,são paulo,SP
4722,,,sao paulo,SP
4748,,,são paulo,SP
4765,,,sao paulo,SP
4721,,,sao paulo,SP
4723,,,são paulo,SP
4789,,,sao paulo,SP
4740,,,sao paulo,SP
4701,,,sao paulo,SP
4733,,,são paulo,SP
4761,,,sao paulo,SP
4760,,,sao paulo,SP
4792,,,sao paulo,SP
4725,,,sao paulo,SP
4744,,,são paulo,SP
4783,,,sao paulo,SP
4786,,,são paulo,SP
4778,,,sao paulo,SP
4779,,,são paulo,SP
4880,,,são paulo,SP
4849,,,são paulo,SP
4850,,,são paulo,SP
4870,,,sao paulo,SP
4836,,,são paulo,SP
4891,,,sao paulo,SP
4884,,,sao paulo,SP
4844,,,sao paulo,SP
4883,,,sao paulo,SP
4856,,,sao paulo,SP
4802,,,sao paulo,SP
4890,,,sao paulo,SP
4812,,,sao paulo,SP
4827,,,sao paulo,SP
4809,,,sao paulo,SP
4843,,,sao paulo,SP
4826,,,sao paulo,SP
4864,,,sao paulo,SP
4848,,,sao paulo,SP
4851,,,sao paulo,SP
4821,,,sao paulo,SP
4810,,,sao paulo,SP
4814,,,são paulo,SP
4896,,,sao paulo,SP
4822,,,sao paulo,SP
4807,,,sao paulo,SP
4842,,,são paulo,SP
4805,,,sao paulo,SP
4852,,,sao paulo,SP
4857,,,sao paulo,SP
4830,,,sao paulo,SP
4816,,,sao paulo,SP
4829,,,sao paulo,SP
4847,,,sao paulo,SP
4888,,,sao paulo,SP
4860,,,sao paulo,SP
4895,,,sao paulo,SP
4820,,,sao paulo,SP
4811,,,sao paulo,SP
4841,,,sao paulo,SP
4866,,,sao paulo,SP
4855,,,sao paulo,SP
4824,,,sao paulo,SP
4858,,,sao paulo,SP
4832,,,sao paulo,SP
4833,,,sao paulo,SP
4815,,,sao paulo,SP
4813,,,sao paulo,SP
4837,,,sao paulo,SP
4867,,,sao paulo,SP
4803,,,são paulo,SP
4853,,,sao paulo,SP
4831,,,sao paulo,SP
4823,,,sao paulo,SP
4808,,,são paulo,SP
4854,,,sao paulo,SP
4835,,,sao paulo,SP
4863,,,sao paulo,SP
4801,,,sao paulo,SP
4872,,,sao paulo,SP
4865,,,sao paulo,SP
4845,,,são paulo,SP
4846,,,sao paulo,SP
4877,,,sao paulo,SP
4893,,,sao paulo,SP
4840,,,sao paulo,SP
4892,,,sao paulo,SP
4828,,,são paulo,SP
4859,,,sao paulo,SP
4894,,,sao paulo,SP
4897,,,sao paulo,SP
4875,,,são paulo,SP
4806,,,sao paulo,SP
4862,,,sao paulo,SP
4898,,,são paulo,SP
4881,,,sao paulo,SP
4882,,,sao paulo,SP
4886,,,sao paulo,SP
4949,,,são paulo,SP
4912,,,sao paulo,SP
4913,,,sao paulo,SP
4932,,,sao paulo,SP
4966,,,sao paulo,SP
4929,,,sao paulo,SP
4911,,,sao paulo,SP
4904,,,são paulo,SP
4917,,,sao paulo,SP
4951,,,sao paulo,SP
4965,,,sao paulo,SP
4937,,,sao paulo,SP
4902,,,sao paulo,SP
4918,,,sao paulo,SP
4914,,,são paulo,SP
4920,,,sao paulo,SP
4942,,,sao paulo,SP
4909,,,são paulo,SP
4960,,,sao paulo,SP
4950,,,sao paulo,SP
4943,,,sao paulo,SP
4948,,,são paulo,SP
4947,,,sao paulo,SP
4961,,,são paulo,SP
4940,,,sao paulo,SP
4930,,,são paulo,SP
4939,,,sao paulo,SP
4941,,,sao paulo,SP
4905,,,são paulo,SP
4944,,,sao paulo,SP
4938,,,sao paulo,SP
4931,,,são paulo,SP
4945,,,sao paulo,SP
4915,,,sao paulo,SP
4916,,,sao paulo,SP
4933,,,sao paulo,SP
4963,,,sao paulo,SP
4923,,,sao paulo,SP
4935,,,são paulo,SP
4952,,,sao paulo,SP
4925,,,sao paulo,SP
4910,,,sao paulo,SP
4926,,,sao paulo,SP
4953,,,são paulo,SP
4921,,,sao paulo,SP
4962,,,sao paulo,SP
4922,,,sao paulo,SP
4919,,,sao paulo,SP
4928,,,sao paulo,SP
4906,,,sao paulo,SP
4955,,,sao paulo,SP
5050,,,sao paulo,SP
5019,,,sao paulo,SP
5065,,,sao paulo,SP
5018,,,sao paulo,SP
5038,,,sao paulo,SP
5006,,,são paulo,SP
5046,,,sao paulo,SP
5089,,,sao paulo,SP
5056,,,sao paulo,SP
5027,,,sao paulo,SP
5051,,,sao paulo,SP
5022,,,sao paulo,SP
5036,,,sao paulo,SP
5044,,,sao paulo,SP
5013,,,sao paulo,SP
5093,,,sao paulo,SP
5048,,,são paulo,SP
5057,,,sao paulo,SP
5025,,,sao paulo,SP
5011,,,são paulo,SP
5054,,,sao paulo,SP
5010,,,sao paulo,SP
5004,,,sao paulo,SP
5047,,,sao paulo,SP
5037,,,são paulo,SP
5079,,,sao paulo,SP
5026,,,sao paulo,SP
5005,,,são paulo,SP
5072,,,sao paulo,SP
5059,,,sao paulo,SP
5001,,,sao paulo,SP
5007,,,sao paulo,SP
5042,,,sao paulo,SP
5074,,,são paulo,SP
5033,,,sao paulo,SP
5017,,,sao paulo,SP
5083,,,sao paulo,SP
5034,,,são paulo,SP
5049,,,sao paulo,SP
5020,,,são paulo,SP
5043,,,sao paulo,SP
5016,,,sao paulo,SP
5087,,,sao paulo,SP
5009,,,sao paulo,SP
5012,,,sao paulo,SP
5015,,,sao paulo,SP
5021,,,sao paulo,SP
5069,,,são paulo,SP
5023,,,sao paulo,SP
5077,,,são paulo,SP
5002,,,sao paulo,SP
5024,,,sao paulo,SP
5076,,,sao paulo,SP
5060,,,sao paulo,SP
5075,,,sao paulo,SP
5081,,,sao paulo,SP
5053,,,sao paulo,SP
5055,,,são paulo,SP
5088,,,sao paulo,SP
5014,,,sao paulo,SP
5061,,,sao paulo,SP
5041,,,são paulo,SP
5092,,,são paulo,SP
5058,,,são paulo,SP
5030,,,sao paulo,SP
5008,,,são paulo,SP
5045,,,sao paulo,SP
5078,,,são paulo,SP
5095,,,sao paulo,SP
5028,,,são paulo,SP
5086,,,são paulo,SP
5073,,,sao paulo,SP
5084,,,são paulo,SP
5003,,,sao paulo,SP
5085,,,sao paulo,SP
5094,,,sao paulo,SP
5068,,,sao paulo,SP
5082,,,são paulo,SP
5029,,,sao paulo,SP
5080,,,sao paulo,SP
5052,,,sao paulo,SP
5040,,,sao paulo,SP
5035,,,sao paulo,SP
5122,,,sao paulo,SP
5159,,,sao paulo,SP
5136,,,sao paulo,SP
5141,,,sao paulo,SP
5145,,,sao paulo,SP
5110,,,sao paulo,SP
5114,,,sao paulo,SP
5118,,,são paulo,SP
5186,,,sao paulo,SP
5171,,,sao paulo,SP
5182,,,sao paulo,SP
5126,,,sao paulo,SP
5187,,,sao paulo,SP
5183,,,sao paulo,SP
5120,,,são paulo,SP
5138,,,são paulo,SP
5132,,,sao paulo,SP
5185,,,sao paulo,SP
5117,,,são paulo,SP
5133,,,sao paulo,SP
5101,,,sao paulo,SP
5106,,,são paulo,SP
5158,,,sao paulo,SP
5181,,,sao paulo,SP
5157,,,sao paulo,SP
5134,,,sao paulo,SP
5135,,,sao paulo,SP
5102,,,sao paulo,SP
5140,,,sao paulo,SP
5164,,,sao paulo,SP
5172,,,são paulo,SP
5160,,,sao paulo,SP
5174,,,sao paulo,SP
5162,,,sao paulo,SP
5103,,,sao paulo,SP
5154,,,sao paulo,SP
5116,,,são paulo,SP
5131,,,sao paulo,SP
5142,,,sao paulo,SP
5128,,,sao paulo,SP
5127,,,sao paulo,SP
5108,,,sao paulo,SP
5124,,,sao paulo,SP
5165,,,sao paulo,SP
5175,,,sao paulo,SP
5115,,,sao paulo,SP
5180,,,sao paulo,SP
5109,,,sao paulo,SP
5105,,,sao paulo,SP
5143,,,sao paulo,SP
5123,,,sao paulo,SP
5161,,,sao paulo,SP
5176,,,sao paulo,SP
5125,,,sao paulo,SP
5119,,,sao paulo,SP
5170,,,sao paulo,SP
5144,,,sao paulo,SP
5121,,,são paulo,SP
5139,,,sao paulo,SP
5163,,,sao paulo,SP
5107,,,sao paulo,SP
5184,,,sao paulo,SP
5104,,,sao paulo,SP
5112,,,sao paulo,SP
5177,,,são paulo,SP
5113,,,sao paulo,SP
5173,,,sao paulo,SP
5207,,,sao paulo,SP
5267,,,são paulo,SP
5203,,,são paulo,SP
5283,,,sao paulo,SP
5271,,,sao paulo,SP
5209,,,sao paulo,SP
5272,,,sao paulo,SP
5206,,,sao paulo,SP
5223,,,são paulo,SP
5273,,,sao paulo,SP
5204,,,sao paulo,SP
5212,,,sao paulo,SP
5280,,,sao paulo,SP
5282,,,sao paulo,SP
5202,,,sao paulo,SP
5205,,,são paulo,SP
5276,,,sao paulo,SP
5281,,,são paulo,SP
5270,,,sao paulo,SP
5266,,,sao paulo,SP
5210,,,sao paulo,SP
5268,,,são paulo,SP
5201,,,são paulo,SP
5208,,,sao paulo,SP
5265,,,são paulo,SP
5275,,,sao paulo,SP
5211,,,sao paulo,SP
5220,,,sao paulo,SP
5269,,,sao paulo,SP
5215,,,sao paulo,SP
5240,,,sao paulo,SP
5274,,,sao paulo,SP
5264,,,sao paulo,SP
5263,,,sao paulo,SP
5224,,,sao paulo,SP
5279,,,sao paulo,SP
5386,,,sao paulo,SP
5396,,,sao paulo,SP
5303,,,sao paulo,SP
5338,,,sao paulo,SP
5326,,,sao paulo,SP
5302,,,sao paulo,SP
5345,,,sao paulo,SP
5315,,,são paulo,SP
5376,,,sao paulo,SP
5313,,,sao paulo,SP
5334,,,são paulo,SP
5353,,,sao paulo,SP
5323,,,sao paulo,SP
5374,,,sao paulo,SP
5308,,,sao paulo,SP
5356,,,sao paulo,SP
5360,,,são paulo,SP
5363,,,são paulo,SP
5340,,,sao paulo,SP
5348,,,sao paulo,SP
5350,,,sao paulo,SP
5344,,,sao paulo,SP
5367,,,sao paulo,SP
5321,,,são paulo,SP
5358,,,sao paulo,SP
5399,,,sao paulo,SP
5352,,,sao paulo,SP
5311,,,são paulo,SP
5305,,,sao paulo,SP
5372,,,são paulo,SP
5364,,,sao paulo,SP
5307,,,sao paulo,SP
5331,,,sao paulo,SP
5359,,,sao paulo,SP
5346,,,sao paulo,SP
5335,,,sao paulo,SP
5398,,,são paulo,SP
5397,,,sao paulo,SP
5329,,,sao paulo,SP
5382,,,sao paulo,SP
5336,,,são paulo,SP
5314,,,sao paulo,SP
5328,,,sao paulo,SP
5330,,,sao paulo,SP
5319,,,sao paulo,SP
5368,,,sao paulo,SP
5351,,,sao paulo,SP
5387,,,sao paulo,SP
5365,,,são paulo,SP
5379,,,sao paulo,SP
5332,,,sao paulo,SP
5366,,,sao paulo,SP
5304,,,sao paulo,SP
5371,,,sao paulo,SP
5337,,,sao paulo,SP
5318,,,sao paulo,SP
5388,,,sao paulo,SP
5316,,,são paulo,SP
5325,,,sao paulo,SP
5347,,,sao paulo,SP
5333,,,sao paulo,SP
5301,,,são paulo,SP
5381,,,sao paulo,SP
5362,,,sao paulo,SP
5361,,,sao paulo,SP
5322,,,sao paulo,SP
5324,,,sao paulo,SP
5339,,,são paulo,SP
5317,,,sao paulo,SP
5312,,,sao paulo,SP
5327,,,sao paulo,SP
5343,,,sao paulo,SP
5373,,,são paulo,SP
5310,,,são paulo,SP
5369,,,sao paulo,SP
5428,,,sao paulo,SP
5409,,,são paulo,SP
5470,,,sao paulo,SP
5406,,,sao paulo,SP
5414,,,são paulo,SP
5405,,,são paulo,SP
5418,,,sao paulo,SP
5423,,,sao paulo,SP
5416,,,sao paulo,SP
5417,,,sao paulo,SP
5415,,,são paulo,SP
5449,,,sao paulo,SP
5424,,,são paulo,SP
5442,,,sao paulo,SP
5422,,,sao paulo,SP
5429,,,sao paulo,SP
5452,,,são paulo,SP
5435,,,são paulo,SP
5419,,,sao paulo,SP
5410,,,sao paulo,SP
5427,,,sao paulo,SP
5466,,,são paulo,SP
5448,,,sao paulo,SP
5462,,,são paulo,SP
5411,,,sao paulo,SP
5433,,,sao paulo,SP
5459,,,sao paulo,SP
5438,,,são paulo,SP
5434,,,sao paulo,SP
5458,,,sao paulo,SP
5468,,,sao paulo,SP
5443,,,sao paulo,SP
5477,,,sao paulo,SP
5450,,,sao paulo,SP
5465,,,sao paulo,SP
5469,,,são paulo,SP
5441,,,sao paulo,SP
5413,,,sao paulo,SP
5432,,,são paulo,SP
5412,,,são paulo,SP
5467,,,sao paulo,SP
5455,,,sao paulo,SP
5445,,,são paulo,SP
5408,,,sao paulo,SP
5436,,,sao paulo,SP
5461,,,sao paulo,SP
5402,,,são paulo,SP
5451,,,sao paulo,SP
5421,,,sao paulo,SP
5425,,,sao paulo,SP
5404,,,sao paulo,SP
5401,,,sao paulo,SP
5446,,,sao paulo,SP
5437,,,sao paulo,SP
5407,,,sao paulo,SP
5420,,,sao paulo,SP
5439,,,sao paulo,SP
5403,,,sao paulo,SP
5472,,,sao paulo,SP
5426,,,sao paulo,SP
5454,,,sao paulo,SP
5471,,,sao paulo,SP
5453,,,sao paulo,SP
5440,,,sao paulo,SP
5444,,,sao paulo,SP
5463,,,sao paulo,SP
5460,,,sao paulo,SP
5447,,,sao paulo,SP
5400,,,são paulo,SP
5464,,,sao paulo,SP
5567,,,sao paulo,SP
5572,,,sao paulo,SP
5550,,,sao paulo,SP
5574,,,sao paulo,SP
5577,,,sao paulo,SP
5549,,,sao paulo,SP
5531,,,sao paulo,SP
5564,,,sao paulo,SP
5542,,,sao paulo,SP
5588,,,sao paulo,SP
5516,,,sao paulo,SP
5528,,,sao paulo,SP
5527,,,sao paulo,SP
5583,,,sao paulo,SP
5595,,,sao paulo,SP
5514,,,sao paulo,SP
5545,,,sao paulo,SP
5520,,,sao paulo,SP
5551,,,sao paulo,SP
5586,,,sao paulo,SP
5539,,,são paulo,SP
5508,,,sao paulo,SP
5544,,,sao paulo,SP
5533,,,sao paulo,SP
5596,,,sao paulo,SP
5590,,,são paulo,SP
5502,,,são paulo,SP
5594,,,sao paulo,SP
5587,,,sao paulo,SP
5547,,,são paulo,SP
5521,,,são paulo,SP
5541,,,sao paulo,SP
5565,,,sao paulo,SP
5512,,,sao paulo,SP
5571,,,sao paulo,SP
5570,,,são paulo,SP
5580,,,sao paulo,SP
5529,,,são paulo,SP
5592,,,sao paulo,SP
5518,,,sao paulo,SP
5591,,,sao paulo,SP
5585,,,são paulo,SP
5513,,,sao paulo,SP
5584,,,sao paulo,SP
5537,,,sao paulo,SP
5524,,,sao paulo,SP
5540,,,sao paulo,SP
5576,,,são paulo,SP
5535,,,sao paulo,SP
5519,,,sao paulo,SP
5523,,,sao paulo,SP
5509,,,sao paulo,SP
5536,,,sao paulo,SP
5530,,,sao paulo,SP
5582,,,sao paulo,SP
5522,,,sao paulo,SP
5543,,,sao paulo,SP
5581,,,sao paulo,SP
5579,,,sao paulo,SP
5507,,,sao paulo,SP
5593,,,são paulo,SP
5568,,,sao paulo,SP
5525,,,sao paulo,SP
5515,,,são paulo,SP
5566,,,sao paulo,SP
5546,,,sao paulo,SP
5517,,,sao paulo,SP
5511,,,são paulo,SP
5560,,,sao paulo,SP
5526,,,sao paulo,SP
5510,,,sao paulo,SP
5503,,,são paulo,SP
5569,,,sao paulo,SP
5578,,,sao paulo,SP
5501,,,sao paulo,SP
5563,,,sao paulo,SP
5589,,,sao paulo,SP
5573,,,sao paulo,SP
5505,,,sao paulo,SP
5506,,,sao paulo,SP
5532,,,sao paulo,SP
5534,,,sao paulo,SP
5538,,,sao paulo,SP
5692,,,sao paulo,SP
5641,,,sao paulo,SP
5672,,,sao paulo,SP
5618,,,sao paulo,SP
5617,,,sao paulo,SP
5630,,,sao paulo,SP
5628,,,sao paulo,SP
5657,,,sao paulo,SP
5639,,,sao paulo,SP
5676,,,sao paulo,SP
5640,,,sao paulo,SP
5659,,,sao paulo,SP
5685,,,sao paulo,SP
5625,,,sao paulo,SP
5616,,,sao paulo,SP
5690,,,sao paulo,SP
5642,,,são paulo,SP
5688,,,sao paulo,SP
5633,,,são paulo,SP
5634,,,sao paulo,SP
5614,,,sao paulo,SP
5655,,,sao paulo,SP
5683,,,sao paulo,SP
5662,,,são paulo,SP
5615,,,sao paulo,SP
5603,,,são paulo,SP
5638,,,sao paulo,SP
5687,,,sao paulo,SP
5609,,,sao paulo,SP
5606,,,são paulo,SP
5679,,,sao paulo,SP
5665,,,sao paulo,SP
5619,,,sao paulo,SP
5661,,,são paulo,SP
5632,,,sao paulo,SP
5621,,,sao paulo,SP
5663,,,sao paulo,SP
5613,,,sao paulo,SP
5693,,,sao paulo,SP
5670,,,sao paulo,SP
5658,,,sao paulo,SP
5674,,,são paulo,SP
5691,,,sao paulo,SP
5622,,,são paulo,SP
5686,,,sao paulo,SP
5664,,,sao paulo,SP
5660,,,sao paulo,SP
5684,,,sao paulo,SP
5675,,,são paulo,SP
5635,,,sao paulo,SP
5624,,,são paulo,SP
5612,,,sao paulo,SP
5627,,,sao paulo,SP
5678,,,sao paulo,SP
5626,,,sao paulo,SP
5623,,,são paulo,SP
5629,,,são paulo,SP
5653,,,sao paulo,SP
5652,,,sao paulo,SP
5654,,,são paulo,SP
5656,,,sao paulo,SP
5605,,,sao paulo,SP
5610,,,sao paulo,SP
5673,,,sao paulo,SP
5651,,,sao paulo,SP
5611,,,sao paulo,SP
5608,,,sao paulo,SP
5602,,,sao paulo,SP
5671,,,são paulo,SP
5601,,,sao paulo,SP
5620,,,sao paulo,SP
5650,,,sao paulo,SP
5604,,,sao paulo,SP
5782,,,sao paulo,SP
5783,,,sao paulo,SP
5761,,,sao paulo,SP
5778,,,sao paulo,SP
5741,,,sao paulo,SP
5756,,,sao paulo,SP
5726,,,sao paulo,SP
5735,,,sao paulo,SP
5794,,,sao paulo,SP
5724,,,sao paulo,SP
5758,,,sao paulo,SP
5765,,,sao paulo,SP
5785,,,são paulo,SP
5734,,,sao paulo,SP
5705,,,sao paulo,SP
5777,,,sao paulo,SP
5717,,,sao paulo,SP
5759,,,são paulo,SP
5728,,,sao paulo,SP
5715,,,sao paulo,SP
5767,,,sao paulo,SP
5736,,,sao paulo,SP
5763,,,sao paulo,SP
5773,,,sao paulo,SP
5750,,,sao paulo,SP
5796,,,sao paulo,SP
5792,,,sao paulo,SP
5757,,,sao paulo,SP
5793,,,sao paulo,SP
5709,,,são paulo,SP
5787,,,sao paulo,SP
5752,,,são paulo,SP
5707,,,sao paulo,SP
5790,,,sao paulo,SP
5754,,,sao paulo,SP
5711,,,sao paulo,SP
5704,,,sao paulo,SP
5716,,,sao paulo,SP
5729,,,sao paulo,SP
5784,,,sao paulo,SP
5791,,,sao paulo,SP
5797,,,sao paulo,SP
5749,,,sao paulo,SP
5781,,,sao paulo,SP
5776,,,sao paulo,SP
5713,,,sao paulo,SP
5712,,,sao paulo,SP
5743,,,sao paulo,SP
5727,,,sao paulo,SP
5788,,,sao paulo,SP
5775,,,sao paulo,SP
5774,,,sao paulo,SP
5780,,,sao paulo,SP
5760,,,sao paulo,SP
5795,,,sao paulo,SP
5706,,,sao paulo,SP
5730,,,sao paulo,SP
5798,,,sao paulo,SP
5789,,,sao paulo,SP
5725,,,sao paulo,SP
5723,,,sao paulo,SP
5772,,,sao paulo,SP
5762,,,sao paulo,SP
5731,,,sao paulo,SP
5786,,,sao paulo,SP
5742,,,sao paulo,SP
5766,,,sao paulo,SP
5770,,,sao paulo,SP
5755,,,sao paulo,SP
5718,,,sao paulo,SP
5745,,,sao paulo,SP
5710,,,sao paulo,SP
5857,,,sao paulo,SP
5820,,,sao paulo,SP
5821,,,são paulo,SP
5893,,,sao paulo,SP
5819,,,sao paulo,SP
5878,,,sao paulo,SP
5801,,,sao paulo,SP
5815,,,sao paulo,SP
5882,,,sao paulo,SP
5847,,,sao paulo,SP
5835,,,sao paulo,SP
5851,,,são paulo,SP
5833,,,sao paulo,SP
5883,,,sao paulo,SP
5813,,,sao paulo,SP
5874,,,sao paulo,SP
5842,,,sao paulo,SP
5877,,,sao paulo,SP
5818,,,sao paulo,SP
5805,,,sao paulo,SP
5876,,,sao paulo,SP
5885,,,são paulo,SP
5872,,,sao paulo,SP
5886,,,sao paulo,SP
5854,,,sao paulo,SP
5884,,,sao paulo,SP
5843,,,são paulo,SP
5856,,,sao paulo,SP
5863,,,sao paulo,SP
5858,,,sao paulo,SP
5845,,,são paulo,SP
5849,,,sao paulo,SP
5814,,,sao paulo,SP
5879,,,sao paulo,SP
5822,,,sao paulo,SP
5816,,,sao paulo,SP
5832,,,sao paulo,SP
5853,,,sao paulo,SP
5894,,,sao paulo,SP
5836,,,sao paulo,SP
5873,,,são paulo,SP
